"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"360",4.30042504484355e-165,2.94998627978103,0.912,0.796,1.1187985796665e-160,"17","CST3"
"361",0,5.59387922238261,0.893,0.02,0,"18","GNLY"
"362",0,5.26337154047502,0.945,0.053,0,"18","NKG7"
"363",0,4.34387860535966,0.886,0.024,0,"18","GZMB"
"364",0,4.31050546691392,0.905,0.03,0,"18","PRF1"
"365",0,4.0902701911842,0.863,0.088,0,"18","CCL4"
"366",0,3.84635073040149,0.935,0.1,0,"18","CST7"
"367",0,3.7696246391408,0.914,0.075,0,"18","CCL5"
"368",0,3.73424981050469,0.79,0.017,0,"18","FCGR3A"
"369",0,3.64693791147775,0.842,0.02,0,"18","GZMH"
"370",0,3.36768270642682,0.865,0.06,0,"18","CTSW"
"371",0,3.27544369008797,0.789,0.013,0,"18","KLRD1"
"372",0,3.21805790892533,0.825,0.046,0,"18","GZMA"
"373",0,3.1211706215934,0.594,0.062,0,"18","CCL4L2"
"374",0,3.04118995112635,0.733,0.068,0,"18","FGFBP2"
"375",0,2.85242735692835,0.764,0.042,0,"18","CD247"
"376",0,2.73263905173795,0.8,0.118,0,"18","ITGB2"
"377",0,2.69252852326959,0.848,0.126,0,"18","HCST"
"378",0,2.43047035130904,0.922,0.16,0,"18","PTPRC"
"379",0,2.42535139138337,0.806,0.115,0,"18","RAC2"
"380",0,2.39492630473431,0.848,0.137,0,"18","CORO1A"
"381",0,6.09911825125003,0.436,0.034,0,"19","CCL21"
"382",0,4.71427034341004,0.524,0.033,0,"19","TFF3"
"383",0,3.78682588288431,0.618,0.071,0,"19","MMRN1"
"384",0,2.30090974380754,0.316,0.022,0,"19","LYVE1"
"385",0,2.23785789401682,0.429,0.002,0,"19","PKHD1L1"
"386",0,2.01581420859523,0.259,0.002,0,"19","NTS"
"387",0,1.91330303224213,0.419,0.018,0,"19","PROX1"
"388",2.84894232083434e-265,2.44708632284605,0.712,0.163,7.41180834188261e-261,"19","ECSCR"
"389",3.73353149783573e-185,1.99917890365043,0.6,0.141,9.71315554476944e-181,"19","CLDN5"
"390",4.7358225895073e-165,2.04101004726497,0.592,0.17,1.23207160488622e-160,"19","LMO2"
"391",1.91947337384278e-158,1.85400694279443,0.701,0.23,4.99370192938937e-154,"19","EGFL7"
"392",4.91848353211079e-150,1.97266839811533,0.769,0.311,1.27959267571394e-145,"19","RAMP2"
"393",4.32225630286975e-139,2.30422333370991,0.545,0.166,1.12447819975459e-134,"19","CAVIN2"
"394",4.08740996027982e-138,2.06701257415769,0.814,0.441,1.0633805752664e-133,"19","GNG11"
"395",1.36642655995414e-111,1.58704399514222,0.583,0.188,3.55489533837668e-107,"19","GIMAP7"
"396",1.12499614298399e-106,2.73351526676808,0.656,0.35,2.92678996558715e-102,"19","TFPI"
"397",4.61136873198304e-97,1.61832475761713,0.481,0.165,1.19969368931271e-92,"19","SMAD1"
"398",1.42568221038212e-75,1.77515432390633,0.528,0.236,3.70905483853014e-71,"19","HYAL2"
"399",8.11736491447529e-62,2.04517672252507,0.573,0.367,2.11181365614989e-57,"19","PPFIBP1"
"400",7.6844983057651e-51,1.59748465675318,0.707,0.428,1.99919907922785e-46,"19","CLU"
"401",0,1.83093695252364,0.392,0.022,0,"20","TPSAB1"
"402",5.96047857735313e-245,2.62024039242737,0.853,0.159,1.55067810668419e-240,"20","PMEL"
"403",3.01477546676338e-195,1.34675517339909,0.266,0.017,7.8432398543316e-191,"20","TPSB2"
"404",8.65410165429656e-175,2.85860720955737,0.32,0.028,2.25145108638179e-170,"20","SAA1"
"405",7.70132376693111e-161,1.68235951556386,0.446,0.057,2.0035763912048e-156,"20","SELE"
"406",2.13212299435771e-160,1.46032398551437,0.676,0.117,5.54693118212101e-156,"20","ACKR1"
"407",2.85884829284251e-142,1.82966513724307,0.989,0.939,7.43757971865907e-138,"20","MT-CO1"
"408",3.94252851364314e-112,1.95451230681425,0.428,0.075,1.0256882181094e-107,"20","C2CD4B"
"409",7.27773263574073e-100,1.41896189478454,0.978,0.927,1.89337492251431e-95,"20","MT-CO2"
"410",1.959855004047e-87,1.49759462687718,0.68,0.235,5.09875877852868e-83,"20","CCL2"
"411",7.56352313232798e-82,1.64193813781063,0.723,0.276,1.96772617810645e-77,"20","TM4SF1"
"412",4.40667441913307e-65,1.47471092869038,0.773,0.42,1.14644041688166e-60,"20","IER3"
"413",9.1998438040417e-49,1.41159161773976,0.522,0.215,2.39343136405949e-44,"20","HLA-DRB5"
"414",7.32227458007838e-35,1.41645581221562,0.263,0.076,1.90496295475319e-30,"20","KIT"
"415",9.57390472016291e-33,1.32110359356993,0.694,0.548,2.49074705199758e-28,"20","PPP1R15A"
"416",1.16744677335014e-31,1.64536899829991,0.586,0.435,3.03722952554772e-27,"20","LGALS3BP"
"417",1.08291725163447e-14,1.45636555182668,0.522,0.517,2.81731752185223e-10,"20","OS9"
"418",4.69659185832304e-11,1.30383451949786,0.27,0.16,1.22186533786132e-06,"20","CPM"
"419",2.81747356036709e-10,1.27362802802038,0.27,0.164,7.32993921465102e-06,"20","QPCT"
"420",6.61580792316476e-05,1.43809277754592,0.371,0.385,1,"20","CDK4"
"421",0,5.39856686493441,0.974,0.041,0,"21","KRT6B"
"422",0,4.93060226580375,0.959,0.04,0,"21","CALML5"
"423",0,4.71740077373732,0.778,0.01,0,"21","MMP7"
"424",0,4.39917263673122,0.962,0.059,0,"21","KRT6A"
"425",0,4.37855180241782,0.793,0.012,0,"21","WFDC3"
"426",0,4.31274352503008,0.981,0.104,0,"21","KRT14"
"427",0,3.91761471253373,0.797,0.097,0,"21","DSP"
"428",0,3.83933551928795,0.564,0.025,0,"21","MUCL1"
"429",0,3.62489382896018,0.699,0.011,0,"21","S100P"
"430",0,3.48881676104883,0.733,0.047,0,"21","LYPD3"
"431",0,3.44469101556591,0.782,0.06,0,"21","CD24"
"432",0,3.42664439660077,0.718,0.063,0,"21","C19orf33"
"433",0,3.2940675987894,0.695,0.047,0,"21","CLIC3"
"434",0,3.27914998993987,0.387,0.004,0,"21","SLURP1"
"435",0,3.27145264604336,0.684,0.02,0,"21","DEFB1"
"436",0,3.15176412211883,0.654,0.016,0,"21","VSNL1"
"437",6.25783263136905e-246,3.21279340975752,0.511,0.051,1.62803773737697e-241,"21","KRT17"
"438",2.68337746278484e-245,4.1698712518043,0.944,0.251,6.98107480718103e-241,"21","CRABP2"
"439",2.92139814987184e-219,4.16682874915428,0.944,0.287,7.60030942670658e-215,"21","PERP"
"440",7.38036601965562e-212,3.76955195505681,0.801,0.182,1.92007602367361e-207,"21","HSPB8"
"441",0,6.49406134365765,0.97,0.016,0,"22","TPSAB1"
"442",0,5.92604040642071,0.94,0.01,0,"22","TPSB2"
"443",0,5.61387396383514,0.879,0.008,0,"22","CTSG"
"444",0,5.52821071882269,0.898,0.144,0,"22","HPGD"
"445",0,5.04833289993679,0.845,0.004,0,"22","CPA3"
"446",0,4.55616961409851,0.657,0.003,0,"22","TPSD1"
"447",0,4.23251430152098,0.479,0.001,0,"22","ADCYAP1"
"448",0,3.85769132657307,0.491,0.004,0,"22","CMA1"
"449",0,3.67570049515689,0.702,0.072,0,"22","KIT"
"450",0,3.55228161442012,0.608,0.009,0,"22","HPGDS"
"451",0,3.1765996873034,0.547,0.002,0,"22","MS4A2"
"452",0,3.02222505373132,0.453,0.005,0,"22","SLC18A2"
"453",0,2.87194954985765,0.457,0.002,0,"22","RHEX"
"454",0,2.86401865470668,0.475,0.023,0,"22","RAB27B"
"455",0,2.84958945105925,0.721,0.074,0,"22","FCER1G"
"456",0,2.74743871769529,0.415,0.003,0,"22","IL1RL1"
"457",1.47933391233557e-213,3.26344787023672,0.517,0.063,3.84863510633221e-209,"22","GATA2"
"458",1.30484465024468e-126,2.83859588840314,0.498,0.098,3.39468384207655e-122,"22","VWA5A"
"459",1.58872135954893e-108,3.57120027995358,0.411,0.071,4.13321748900249e-104,"22","AREG"
"460",2.03061471853542e-102,2.97886583362053,0.521,0.131,5.28284725174174e-98,"22","LTC4S"
"461",0,2.7229092373778,0.755,0.061,0,"23","CENPF"
"462",0,2.39866695431125,0.856,0.047,0,"23","TYMS"
"463",0,2.35423157524158,0.708,0.007,0,"23","UBE2C"
"464",0,2.07075918268807,0.685,0.006,0,"23","MKI67"
"465",0,2.0191995323614,0.774,0.01,0,"23","PCLAF"
"466",0,1.72850791801024,0.747,0.016,0,"23","TK1"
"467",0,1.71607974678856,0.7,0.018,0,"23","NUSAP1"
"468",0,1.70378633143913,0.595,0.014,0,"23","TOP2A"
"469",6.68706853112083e-265,2.24557869990333,0.79,0.119,1.7397077490564e-260,"23","PTTG1"
"470",2.15540910527966e-201,2.82847715103619,0.946,0.28,5.60751232829556e-197,"23","STMN1"
"471",1.74607654045734e-155,1.6759957761222,0.833,0.23,4.54259272765381e-151,"23","CKS1B"
"472",1.16041095454826e-128,2.33533132326771,0.988,0.785,3.01892513935274e-124,"23","TUBA1B"
"473",1.47256972428647e-124,2.49625184660174,0.946,0.657,3.83103739470368e-120,"23","H2AFZ"
"474",8.8473972237938e-113,1.77851265439611,0.595,0.125,2.30173886174219e-108,"23","MLANA"
"475",7.32405815672602e-94,1.97421729521953,0.84,0.354,1.90542697005384e-89,"23","UBE2S"
"476",5.55056301310279e-87,1.77009138781974,0.774,0.282,1.44403447348882e-82,"23","HMGB2"
"477",2.64651781789706e-85,2.45283039025054,0.588,0.162,6.88518075504099e-81,"23","PMEL"
"478",7.37646616321404e-84,1.63498728180183,0.953,0.738,1.91906143702177e-79,"23","TUBB"
"479",9.48989611558239e-57,2.37468145812606,0.844,0.465,2.46889137342991e-52,"23","HIST1H4C"
"480",6.2686423154174e-49,1.73892706889145,0.984,0.813,1.63084998477899e-44,"23","LGALS1"
"481",0,7.54571619945393,0.775,0.05,0,"24","SCGB2A2"
"482",0,6.60478540423937,0.824,0.024,0,"24","SCGB1B2P"
"483",0,6.48704502239712,0.857,0.023,0,"24","PIP"
"484",0,5.59594584351289,0.553,0.025,0,"24","MUCL1"
"485",0,5.18499688400208,0.693,0.013,0,"24","SCGB1D2"
"486",0,4.58069609967196,0.898,0.029,0,"24","AZGP1"
"487",0,4.33735415849341,0.926,0.047,0,"24","KRT7"
"488",0,3.61662929704144,0.848,0.044,0,"24","KRT19"
"489",0,3.21947640954059,0.844,0.088,0,"24","KRT18"
"490",0,2.75172808504559,0.779,0.077,0,"24","KRT8"
"491",0,2.57139070862525,0.775,0.079,0,"24","SPINT2"
"492",0,2.47634685273552,0.668,0.01,0,"24","CEACAM6"
"493",0,2.27540418441505,0.697,0.06,0,"24","TACSTD2"
"494",0,2.25538606985727,0.561,0.006,0,"24","AARD"
"495",0,2.24626491975698,0.656,0.019,0,"24","CLDN4"
"496",0,2.22891951776238,0.639,0.041,0,"24","TSPAN8"
"497",0,2.1959287513674,0.684,0.007,0,"24","C5orf46"
"498",7.12492425582876e-305,3.11524132921345,0.832,0.117,1.85362029439641e-300,"24","CITED4"
"499",1.2359345029468e-199,9.48670055232591,0.963,0.317,3.21540720286639e-195,"24","DCD"
"500",2.87845699753764e-186,3.00535518106772,0.758,0.163,7.48859372479393e-182,"24","SLC12A2"
"501",0,6.10134908314326,0.955,0.094,0,"25","G0S2"
"502",0,5.45106585941153,0.889,0.086,0,"25","CXCL8"
"503",0,5.31744474846685,0.918,0.054,0,"25","S100A8"
"504",0,4.9142394009639,0.889,0.105,0,"25","BCL2A1"
"505",0,4.23958754588503,0.598,0.004,0,"25","FCGR3B"
"506",0,4.23726215213419,0.902,0.06,0,"25","S100A9"
"507",0,4.12592691349962,0.709,0.046,0,"25","IL1B"
"508",0,4.09805608731865,0.619,0.018,0,"25","CSF3R"
"509",0,4.05816071097407,0.635,0.04,0,"25","C5AR1"
"510",0,4.01043148902137,0.611,0.016,0,"25","TREM1"
"511",0,3.87481376393567,0.553,0.023,0,"25","FPR1"
"512",9.66342226384784e-285,3.96447729457429,0.582,0.056,2.51403593616265e-280,"25","MNDA"
"513",2.97780325535693e-276,4.07857823677063,0.615,0.065,7.74705294913658e-272,"25","PLEK"
"514",1.26931372534314e-212,4.60687518520186,0.836,0.186,3.30224658785271e-208,"25","PLAUR"
"515",1.04331966053771e-151,3.85003684344632,1,0.975,2.7143004288549e-147,"25","FTH1"
"516",2.51938543804886e-148,4.24211114156597,0.91,0.414,6.55443315562792e-144,"25","NAMPT"
"517",7.37712557004954e-142,4.05156505961929,0.975,0.645,1.91923298830409e-137,"25","SAT1"
"518",1.4506465231421e-134,3.80747206867558,0.967,0.775,3.77400199460648e-130,"25","IFITM2"
"519",3.96756891235176e-134,4.10053316307972,0.922,0.506,1.03220272823744e-129,"25","SOD2"
"520",9.00154379739999e-124,3.77389802975058,0.59,0.136,2.34184163433158e-119,"25","RGS2"
"521",0,2.88266287647891,0.445,0.011,0,"26","MPZ"
"522",0,2.86541233154204,0.914,0.09,0,"26","CDH19"
"523",0,2.44743342326629,0.3,0.006,0,"26","GFRA3"
"524",1.11920591737484e-301,2.93979032591054,0.468,0.028,2.9117261146424e-297,"26","TYRP1"
"525",2.08626513536364e-299,3.00877037607571,0.964,0.14,5.42762737616204e-295,"26","PLP1"
"526",2.79311279025326e-276,2.72866497625056,0.968,0.162,7.26656223512288e-272,"26","GPM6B"
"527",9.10297100422524e-236,2.59858063815099,0.645,0.074,2.36822893645924e-231,"26","KIT"
"528",5.89684710813942e-183,3.58295332703137,0.759,0.124,1.53412374365355e-178,"26","S100B"
"529",7.53011281400664e-177,2.41634767323782,0.645,0.093,1.95903414969197e-172,"26","SEMA3B"
"530",2.13130205889664e-167,2.06302356843369,0.795,0.16,5.54479543642551e-163,"26","QPCT"
"531",1.59211149074382e-153,4.10725923667324,0.755,0.162,4.14203725431912e-149,"26","PMEL"
"532",9.97790329979799e-146,2.7465203641604,0.6,0.093,2.59585132247544e-141,"26","DCT"
"533",2.10183493481854e-111,2.45483938275669,0.791,0.21,5.46813376642392e-107,"26","CCN3"
"534",1.52991045131428e-106,2.27841263276532,0.791,0.245,3.98021503013922e-102,"26","C4orf48"
"535",1.51479675539026e-101,2.42350274953311,0.886,0.433,3.9408952388233e-97,"26","LGALS3BP"
"536",2.19144709847974e-94,2.58230527817444,0.664,0.165,5.7012687714049e-90,"26","S100A1"
"537",7.17982769026326e-89,2.52646005731598,0.886,0.378,1.86790397189889e-84,"26","CRYAB"
"538",3.11004979595866e-63,2.24858054411009,0.541,0.158,8.09110554916604e-59,"26","CPM"
"539",4.63744103587714e-51,2.1166801721719,0.264,0.047,1.2064766598938e-46,"26","UBD"
"540",1.84712057791374e-37,2.21724183462966,0.723,0.378,4.8054688955004e-33,"26","IFI6"
"541",3.7546035747863e-96,2.18475075105368,0.392,0.058,9.76797666016405e-92,"27","SELE"
"542",4.11575665171152e-92,1.67396731240054,0.585,0.119,1.07075525050927e-87,"27","ACKR1"
"543",2.2337986647423e-91,2.13724446507644,0.438,0.075,5.81145060619356e-87,"27","C2CD4B"
"544",3.38754855310458e-79,2.48280112266913,0.456,0.094,8.81304631575688e-75,"27","TNFRSF6B"
"545",2.6991200301756e-64,0.891731408614842,0.622,0.161,7.02203067050484e-60,"27","PLVAP"
"546",8.97835549652043e-64,1.22840807127781,0.562,0.145,2.33580896597476e-59,"27","RAMP3"
"547",1.05903116860612e-55,0.898023872398178,0.544,0.149,2.75517548824568e-51,"27","TSPAN7"
"548",2.86438701779903e-50,0.965331617559684,0.788,0.315,7.45198926550595e-46,"27","RAMP2"
"549",3.29874570947093e-49,1.20345110506436,0.714,0.278,8.58201683775956e-45,"27","TM4SF1"
"550",1.51706975665397e-44,0.869667239672101,0.627,0.215,3.94680867891098e-40,"27","HLA-DRB5"
"551",1.8103762385305e-40,0.960046520735936,0.728,0.336,4.70987482216094e-36,"27","NPDC1"
"552",8.67440565783822e-35,1.35856439702305,0.525,0.199,2.25673337594319e-30,"27","PLA2G2A"
"553",1.28042720973362e-32,1.02114116428577,0.756,0.403,3.33115942884299e-28,"27","IFI27"
"554",1.69581084559846e-29,0.963995949786404,0.696,0.368,4.41182149590896e-25,"27","PRCP"
"555",8.72063650483368e-28,0.891854458670678,0.419,0.149,2.26876079309753e-23,"27","SFRP4"
"556",1.1254591318165e-27,1.25294047419323,0.452,0.18,2.92799447733381e-23,"27","SERPINE1"
"557",4.12942160869568e-21,0.933511313931163,0.719,0.422,1.07431032571827e-16,"27","PDLIM1"
"558",2.6579844344659e-19,0.983527759667428,0.548,0.3,6.91501230470647e-15,"27","ICAM1"
"559",1.35287257846359e-18,0.898179164276558,0.691,0.422,3.51963330013088e-14,"27","IER3"
"560",1.35913584816877e-11,0.911312686295539,0.387,0.214,3.53592782259588e-07,"27","CSRP2"
"561",2.67027446186187e-179,2.48641339920096,0.934,0.166,6.94698603997983e-175,"28","RGS5"
"562",6.00292061595918e-163,1.76359578104437,0.725,0.102,1.56171982744794e-158,"28","RBP7"
"563",1.42219707990973e-162,1.27883841698636,0.83,0.13,3.69998792309314e-158,"28","ADGRF5"
"564",3.36563003910996e-158,1.91231621931705,0.896,0.162,8.75602310974848e-154,"28","NDUFA4L2"
"565",3.3355495115167e-151,1.50555305859303,0.863,0.144,8.67776560916186e-147,"28","CLDN5"
"566",2.397741342884e-117,2.24306396242873,0.824,0.186,6.23796387764702e-113,"28","IGF2"
"567",4.16035032195229e-110,1.28157225119846,0.995,0.233,1.08235673975911e-105,"28","PECAM1"
"568",4.10871410716813e-109,1.76355343851784,0.901,0.249,1.06892306212086e-104,"28","SLC9A3R2"
"569",2.22361608399504e-97,1.25455670452471,0.962,0.272,5.7849596041215e-93,"28","MCAM"
"570",1.2056085070812e-94,1.41112469745681,0.538,0.089,3.13651109202246e-90,"28","H19"
"571",3.29640066252164e-92,1.44936621280531,0.978,0.314,8.5759159636163e-88,"28","RAMP2"
"572",1.65051235276524e-86,1.44534589195253,0.835,0.232,4.29397293695406e-82,"28","IGFBP2"
"573",3.4377140088484e-84,1.45685916297809,0.973,0.38,8.94355676541999e-80,"28","EPAS1"
"574",2.67040446887123e-79,1.81207112895677,0.676,0.167,6.94732426621539e-75,"28","FABP4"
"575",1.39878414605799e-77,1.44223711873524,0.984,0.444,3.63907683438447e-73,"28","GNG11"
"576",2.67330193067087e-77,1.43269225848378,0.995,0.402,6.95486230283333e-73,"28","IFI27"
"577",2.96755792066788e-68,1.30380166333052,0.978,0.455,7.72039868640955e-64,"28","NR2F2"
"578",6.66762735149096e-66,1.39048694574473,1,0.473,1.73464993176389e-61,"28","SPARCL1"
"579",1.94692819058552e-63,1.28401908034697,0.885,0.381,5.06512838062729e-59,"28","UACA"
"580",1.36882699396335e-54,1.24850653745839,0.945,0.448,3.56114030749504e-50,"28","COL4A2"
"581",0,3.30067999453649,0.84,0.018,0,"29","CLDN1"
"582",0,2.34803820327757,0.623,0.033,0,"29","THBS4"
"583",0,2.16377641142166,0.253,0.001,0,"29","SFRP5"
"584",0,2.15337196085628,0.617,0.01,0,"29","SCN7A"
"585",1.61859871132822e-221,2.26901000482213,0.667,0.063,4.21094640739149e-217,"29","SBSPON"
"586",4.31664461854445e-197,2.13334679050903,0.321,0.016,1.12301826396052e-192,"29","TNNC1"
"587",1.8256154527148e-195,2.22128232659977,0.488,0.038,4.74952116178282e-191,"29","FOXS1"
"588",3.26075095357106e-185,2.45650147190147,0.562,0.054,8.48316968081048e-181,"29","SLC22A3"
"589",3.66101623927498e-165,3.41184293205353,0.475,0.041,9.5244998480978e-161,"29","ANGPTL7"
"590",6.36772541366334e-141,3.02977753978538,0.79,0.145,1.65662744361865e-136,"29","ECRG4"
"591",2.07092451259196e-133,2.21783427026461,0.753,0.133,5.38771721195924e-129,"29","OGN"
"592",1.65164104986154e-132,2.93625842272482,0.599,0.087,4.29690935531977e-128,"29","NGFR"
"593",2.54262829720278e-130,2.46080793180733,0.679,0.115,6.61490177800275e-126,"29","KLF5"
"594",3.00456014390549e-109,2.22247043119242,0.846,0.21,7.81666367038451e-105,"29","ABCA8"
"595",1.01765398023358e-105,2.23770348953381,0.636,0.117,2.64752859497568e-101,"29","CYP1B1"
"596",3.61135719035598e-88,2.25848424373631,0.944,0.406,9.39530686643013e-84,"29","LTBP4"
"597",2.94754608208602e-85,2.54325357136342,0.802,0.256,7.668335887155e-81,"29","MATN2"
"598",4.37187768195885e-80,4.71849853056317,0.938,0.487,1.13738769773841e-75,"29","APOD"
"599",1.09673156351275e-70,2.88018604715173,0.827,0.307,2.85325683563477e-66,"29","IGFBP6"
"600",1.02758405472851e-53,3.17353644339033,0.741,0.295,2.6733626767817e-49,"29","PTGDS"
"601",0,3.0639389726427,1,0.026,0,"30","DSC3"
"602",0,2.98647878808107,0.98,0.023,0,"30","CALML3"
"603",0,2.67746242891052,0.857,0.019,0,"30","COL17A1"
"604",1.1189344892685e-272,3.15732388498428,0.816,0.024,2.91101996728092e-268,"30","LY6D"
"605",5.06234631435374e-236,3.30461259945809,1,0.043,1.31702001714227e-231,"30","S100A14"
"606",6.63205307388061e-233,3.3043133420076,1,0.043,1.72539492770078e-228,"30","LGALS7"
"607",1.47371476732513e-220,4.40479486638621,1,0.048,3.83401633867307e-216,"30","SFN"
"608",1.27997568247578e-168,3.41224158305829,0.98,0.058,3.32998473552898e-164,"30","KRT16"
"609",5.02858592131919e-164,5.44129026604516,1,0.067,1.3082369132904e-159,"30","KRT5"
"610",2.47882662665619e-160,4.34358230010034,0.918,0.054,6.44891535190875e-156,"30","KRT17"
"611",3.18363218319701e-159,4.50687467480469,1,0.067,8.28253748780533e-155,"30","KRT6A"
"612",2.09082909040116e-136,5.9218301349471,0.98,0.077,5.43950096158765e-132,"30","S100A2"
"613",1.0506131982837e-107,3.60168007221685,1,0.102,2.73327529665489e-103,"30","DSP"
"614",1.54699631092222e-102,5.21889982891745,1,0.112,4.02466560249525e-98,"30","KRT14"
"615",8.79003491805069e-102,3.07877429095012,1,0.106,2.28681548428007e-97,"30","AQP3"
"616",3.85101622831207e-89,3.19168772614123,0.776,0.067,1.00188038195767e-84,"30","S100A9"
"617",1.20667958502181e-78,2.8046078081767,0.551,0.038,3.13929760839274e-74,"30","KRT1"
"618",6.65540795193866e-47,3.29542954242128,1,0.292,1.73147093277636e-42,"30","PERP"
"619",2.29385559362757e-36,3.31438303378872,1,0.354,5.9676947123815e-32,"30","MT1X"
"620",6.56214281975636e-33,3.16579093798333,0.98,0.37,1.70720707598781e-28,"30","FABP5"
